SPDRS&P500ETFTrust,Last:383.595,Change:6.93
"Date:March5,2021,9:44PMEST",Bid:383.93,Ask:383.97,Size:19*2,"Volume:152,039,624"
ExpirationDate,Calls,LastSale,Net,Bid,Ask,Volume,IV,Delta,Gamma,OpenInterest,Strike,Puts,LastSale,Net,Bid,Ask,Volume,IV,Delta,Gamma,OpenInterest
MonMar222021,SPY210322C00250000,0,0,133.16,134.35,0,1.301,0.9492,0.0009,0,250.00,SPY210322P00250000,0.02,-0.045,0.02,0.04,27,0.6823,-0.0015,0.0001,141
MonMar222021,SPY210322C00255000,0,0,128.16,129.36,0,1.2313,0.9496,0.001,0,255.00,SPY210322P00255000,0.05,-0.025,0.03,0.04,1,0.6741,-0.0021,0.0001,272
MonMar222021,SPY210322C00260000,0,0,123.17,124.36,0,1.1655,0.9498,0.001,0,260.00,SPY210322P00260000,0.04,-0.045,0.03,0.05,2,0.6624,-0.0027,0.0002,45
MonMar222021,SPY210322C00265000,0,0,118.18,119.37,0,1.1026,0.9499,0.0011,0,265.00,SPY210322P00265000,0.08,0,0.04,0.05,0,0.6314,-0.0028,0.0002,704
MonMar222021,SPY210322C00270000,0,0,113.18,114.37,0,1.0408,0.9501,0.0012,0,270.00,SPY210322P00270000,0.05,-0.075,0.05,0.06,83,0.6129,-0.0034,0.0002,73
MonMar222021,SPY210322C00275000,0,0,108.19,109.38,0,0.9825,0.95,0.0012,0,275.00,SPY210322P00275000,0.07,-0.075,0.06,0.07,2,0.5954,-0.0041,0.0002,15
MonMar222021,SPY210322C00280000,0,0,103.2,104.39,0,0.9264,0.9499,0.0013,0,280.00,SPY210322P00280000,0.21,0,0.07,0.08,0,0.5729,-0.0048,0.0003,280
MonMar222021,SPY210322C00285000,0,0,98.21,99.4,0,0.8735,0.9494,0.0014,0,285.00,SPY210322P00285000,0.12,-0.085,0.09,0.1,5,0.5517,-0.0055,0.0003,57
MonMar222021,SPY210322C00290000,0,0,93.23,94.41,0,0.8215,0.9489,0.0015,0,290.00,SPY210322P00290000,0.21,-0.035,0.1,0.12,1,0.5358,-0.0069,0.0004,25
MonMar222021,SPY210322C00295000,0,0,88.24,89.43,0,0.7708,0.9484,0.0016,0,295.00,SPY210322P00295000,0.3,0,0.12,0.14,0,0.5173,-0.0084,0.0005,46
MonMar222021,SPY210322C00300000,0,0,83.26,84.45,0,0.7247,0.9471,0.0017,0,300.00,SPY210322P00300000,0.15,-0.19,0.14,0.16,119,0.4977,-0.01,0.0006,316
MonMar222021,SPY210322C00305000,0,0,78.29,79.47,0,0.6792,0.9457,0.0019,0,305.00,SPY210322P00305000,0.44,0,0.17,0.19,0,0.4798,-0.0123,0.0008,800
MonMar222021,SPY210322C00310000,0,0,73.31,74.5,0,0.6365,0.9436,0.0021,0,310.00,SPY210322P00310000,0.2,-0.27,0.21,0.23,46,0.4598,-0.0147,0.001,115
MonMar222021,SPY210322C00315000,0,0,68.34,69.54,0,0.5952,0.9411,0.0023,0,315.00,SPY210322P00315000,0.25,-0.31,0.24,0.26,13,0.4409,-0.0179,0.0012,808
MonMar222021,SPY210322C00320000,0,0,63.37,64.58,0,0.5557,0.9379,0.0026,0,320.00,SPY210322P00320000,0.27,-0.4,0.29,0.31,141,0.4199,-0.0215,0.0015,175
MonMar222021,SPY210322C00325000,0,0,58.4,59.62,0,0.5185,0.9336,0.0029,0,325.00,SPY210322P00325000,0.34,-0.47,0.35,0.37,81,0.4013,-0.0265,0.0018,339
MonMar222021,SPY210322C00330000,0,0,53.45,54.68,0,0.4831,0.928,0.0033,0,330.00,SPY210322P00330000,0.42,-0.57,0.42,0.44,101,0.3815,-0.0324,0.0023,225
MonMar222021,SPY210322C00335000,42.6,0,48.51,49.75,0,0.4495,0.9208,0.0039,1,335.00,SPY210322P00335000,0.57,-0.655,0.52,0.54,9,0.364,-0.041,0.0029,306
MonMar222021,SPY210322C00340000,44.62,6.925,43.59,44.86,1,0.4177,0.9113,0.0046,16,340.00,SPY210322P00340000,0.67,-0.86,0.65,0.68,421,0.3458,-0.0517,0.0037,335
MonMar222021,SPY210322C00345000,30.65,-2.38,38.72,40,2,0.3883,0.8983,0.0054,13,345.00,SPY210322P00345000,0.84,-1.085,0.83,0.86,285,0.3292,-0.0667,0.0047,708
MonMar222021,SPY210322C00350000,34.91,6.435,33.9,35.21,5,0.3616,0.8806,0.0066,2,350.00,SPY210322P00350000,1.06,-1.365,1.07,1.11,506,0.3129,-0.0865,0.0061,625
MonMar222021,SPY210322C00355000,34.61,0,29.69,29.91,0,0.3372,0.8565,0.008,2,355.00,SPY210322P00355000,1.36,-1.71,1.41,1.45,132,0.2969,-0.1129,0.0078,1877
MonMar222021,SPY210322C00360000,25.48,5.685,25.07,25.3,4,0.3135,0.8252,0.0098,35,360.00,SPY210322P00360000,1.9,-1.995,1.86,1.91,516,0.281,-0.1478,0.0099,1553
MonMar222021,SPY210322C00365000,17.52,1.76,20.59,20.83,3,0.2905,0.784,0.0121,6,365.00,SPY210322P00365000,2.59,-2.345,2.46,2.51,613,0.2642,-0.1931,0.0125,657
MonMar222021,SPY210322C00370000,15.7,3.705,16.3,16.53,18,0.2677,0.7303,0.0148,39,370.00,SPY210322P00370000,3.22,-3.04,3.25,3.31,1259,0.2462,-0.2515,0.0156,604
MonMar222021,SPY210322C00374000,12.37,3.16,13.03,13.25,320,0.2479,0.6767,0.0174,336,374.00,SPY210322P00374000,4.09,-3.465,4.06,4.13,172,0.2312,-0.3105,0.0184,404
MonMar222021,SPY210322C00375000,12.24,3.69,12.23,12.47,420,0.2432,0.6611,0.0181,822,375.00,SPY210322P00375000,4.24,-3.675,4.29,4.36,690,0.2272,-0.3272,0.0192,857
MonMar222021,SPY210322C00376000,12.15,4.245,11.48,11.69,858,0.2388,0.6447,0.0188,799,376.00,SPY210322P00376000,4.69,-3.6,4.53,4.61,413,0.2234,-0.3448,0.0199,182
MonMar222021,SPY210322C00377000,11.1,3.825,10.72,10.92,2082,0.2334,0.6278,0.0195,1928,377.00,SPY210322P00377000,4.98,-3.705,4.8,4.87,325,0.2194,-0.3633,0.0206,259
MonMar222021,SPY210322C00378000,10.35,3.685,9.97,10.16,308,0.229,0.6094,0.0202,172,378.00,SPY210322P00378000,5.12,-3.975,5.07,5.15,241,0.2153,-0.3827,0.0214,167
MonMar222021,SPY210322C00379000,8.92,2.845,9.22,9.42,124,0.2242,0.5903,0.0209,647,379.00,SPY210322P00379000,5.41,-4.16,5.36,5.44,149,0.2112,-0.4031,0.0221,170
MonMar222021,SPY210322C00380000,8.72,3.21,8.53,8.7,363,0.2196,0.5701,0.0215,3342,380.00,SPY210322P00380000,5.75,-4.27,5.66,5.74,4591,0.2071,-0.4244,0.0228,729
MonMar222021,SPY210322C00381000,8.4,3.435,7.86,7.95,281,0.2142,0.5491,0.0223,36,381.00,SPY210322P00381000,6.1,-4.4,5.99,6.07,207,0.203,-0.447,0.0235,222
MonMar222021,SPY210322C00382000,7.6,3.15,7.18,7.27,193,0.2093,0.5269,0.0229,187,382.00,SPY210322P00382000,5.81,-5.185,6.33,6.42,98,0.1987,-0.4703,0.0241,118
MonMar222021,SPY210322C00383000,6.65,2.69,6.53,6.61,312,0.2042,0.5035,0.0235,157,383.00,SPY210322P00383000,6.22,-5.305,6.7,6.79,499,0.1944,-0.495,0.0247,286
MonMar222021,SPY210322C00384000,5.96,2.46,5.89,5.97,404,0.1993,0.4791,0.0241,305,384.00,SPY210322P00384000,7.13,-4.965,7,7.24,144,0.1907,-0.5204,0.0252,119
MonMar222021,SPY210322C00385000,5.35,2.28,5.28,5.36,696,0.1946,0.4536,0.0246,7949,385.00,SPY210322P00385000,7.18,-5.515,7.45,7.66,105,0.1859,-0.547,0.0257,1448
MonMar222021,SPY210322C00386000,4.89,2.215,4.7,4.78,383,0.1897,0.4271,0.0249,489,386.00,SPY210322P00386000,12.54,-0.77,7.88,8.11,23,0.1816,-0.5746,0.026,428
MonMar222021,SPY210322C00387000,4.2,1.885,4.16,4.24,245,0.1847,0.3996,0.0252,596,387.00,SPY210322P00387000,8.5,-5.485,8.39,8.59,13,0.1775,-0.6029,0.0262,207
MonMar222021,SPY210322C00388000,3.62,1.635,3.65,3.72,503,0.18,0.3712,0.0253,496,388.00,SPY210322P00388000,8.57,-6.105,8.91,9.12,41,0.1734,-0.6317,0.0262,346
MonMar222021,SPY210322C00389000,3.34,1.645,3.18,3.25,103,0.1756,0.3426,0.0252,543,389.00,SPY210322P00389000,18.18,2.78,9.49,9.67,11,0.1698,-0.6607,0.0259,151
MonMar222021,SPY210322C00390000,2.77,1.325,2.75,2.81,4237,0.1714,0.3136,0.025,14638,390.00,SPY210322P00390000,9.76,-6.4,10.06,10.26,38,0.1663,-0.6899,0.0255,537
MonMar222021,SPY210322C00391000,2.56,1.34,2.36,2.42,159,0.1676,0.285,0.0244,941,391.00,SPY210322P00391000,16.26,0,10.69,10.89,0,0.1629,-0.7188,0.0249,11
MonMar222021,SPY210322C00392000,2.14,1.11,2.01,2.07,142,0.1642,0.257,0.0237,651,392.00,SPY210322P00392000,8.58,0,11.36,11.57,0,0.1599,-0.7467,0.024,16
MonMar222021,SPY210322C00393000,1.89,1.015,1.7,1.76,50,0.1612,0.2301,0.0227,744,393.00,SPY210322P00393000,11.96,-6.655,12.08,12.28,2,0.1578,-0.7726,0.0229,3
MonMar222021,SPY210322C00394000,1.53,0.795,1.44,1.49,80,0.1583,0.2041,0.0216,708,394.00,SPY210322P00394000,20.4,0,12.83,13.02,0,0.1553,-0.7984,0.0217,15
MonMar222021,SPY210322C00395000,1.3,0.675,1.2,1.26,629,0.156,0.1801,0.0203,4307,395.00,SPY210322P00395000,22.78,2.41,13.61,13.8,9,0.153,-0.8225,0.0204,24
MonMar222021,SPY210322C00396000,1.13,0.605,1.01,1.06,98,0.1539,0.1577,0.0189,489,396.00,SPY210322P00396000,22.16,0.88,14.43,14.61,1,0.1516,-0.8438,0.0189,1
MonMar222021,SPY210322C00397000,0.99,0.545,0.84,0.88,146,0.1524,0.1377,0.0174,593,397.00,SPY210322P00397000,22.78,0,15.22,15.45,0,0.1503,-0.8635,0.0174,37
MonMar222021,SPY210322C00398000,0.75,0.37,0.7,0.74,34,0.1511,0.1194,0.0159,211,398.00,SPY210322P00398000,12.83,0,15.54,16.85,0,0.1481,-0.8831,0.0158,30
MonMar222021,SPY210322C00399000,0.69,0.37,0.58,0.62,63,0.1501,0.1034,0.0145,831,399.00,SPY210322P00399000,23.83,-0.25,16.64,17.62,1,0.1496,-0.8953,0.0144,8
MonMar222021,SPY210322C00400000,0.5,0.23,0.48,0.52,624,0.1495,0.0892,0.013,2034,400.00,SPY210322P00400000,24.77,-0.275,17.73,18.26,1,0.1477,-0.9112,0.0129,57
MonMar222021,SPY210322C00401000,0.31,0.08,0.39,0.43,343,0.149,0.0766,0.0117,954,401.00,SPY210322P00401000,0,0,18.65,19.18,0,0.1444,-0.9276,0.0112,0
MonMar222021,SPY210322C00402000,0.37,0.17,0.33,0.36,12,0.1487,0.0657,0.0104,1103,402.00,SPY210322P00402000,0,0,19.59,20.11,0,0.1507,-0.9294,0.0106,0
MonMar222021,SPY210322C00403000,0.31,0.135,0.27,0.3,288,0.1484,0.0561,0.0092,1338,403.00,SPY210322P00403000,0,0,20.24,21.42,0,0.1512,-0.9383,0.0094,0
MonMar222021,SPY210322C00404000,0.25,0.1,0.22,0.25,4,0.1489,0.0483,0.0081,365,404.00,SPY210322P00404000,0,0,21.06,22.37,0,0.1537,-0.9439,0.0086,0
MonMar222021,SPY210322C00405000,0.23,0.1,0.18,0.21,87,0.1491,0.0413,0.0072,1184,405.00,SPY210322P00405000,23.18,-6.725,22.03,23.33,1,0.1563,-0.9487,0.0078,1
MonMar222021,SPY210322C00406000,0.16,0.05,0.15,0.17,14,0.1492,0.0351,0.0063,326,406.00,SPY210322P00406000,0,0,23.01,24.3,0,0.1559,-0.9561,0.0069,0
MonMar222021,SPY210322C00407000,0.11,0.015,0.13,0.15,9,0.1501,0.0304,0.0055,153,407.00,SPY210322P00407000,21.13,0,24.41,24.92,0,0.1569,-0.9613,0.0062,15
MonMar222021,SPY210322C00408000,0.08,0,0.1,0.13,0,0.1512,0.0264,0.0049,120,408.00,SPY210322P00408000,0,0,25.07,26.25,0,0.1571,-0.9665,0.0054,0
MonMar222021,SPY210322C00409000,0.1,0.02,0.09,0.11,18,0.1518,0.0226,0.0043,714,409.00,SPY210322P00409000,22.15,0,26.35,27.08,0,0.1621,-0.9673,0.0051,0
MonMar222021,SPY210322C00410000,0.09,0.02,0.07,0.09,105,0.1526,0.0193,0.0037,302,410.00,SPY210322P00410000,27.52,0,27.34,28.07,0,0.1745,-0.9621,0.0054,2
MonMar222021,SPY210322C00411000,0.07,0.005,0.06,0.08,14,0.1544,0.0171,0.0033,21,411.00,SPY210322P00411000,24.34,0,28.04,29.2,0,0.1763,-0.9655,0.0049,4
MonMar222021,SPY210322C00412000,0.07,0.01,0.05,0.07,5,0.1557,0.015,0.0029,129,412.00,SPY210322P00412000,22.81,0,29.02,30.19,0,0.1795,-0.9676,0.0046,1
MonMar222021,SPY210322C00413000,0.05,0,0.05,0.06,10,0.1571,0.0131,0.0026,9,413.00,SPY210322P00413000,0,0,29.92,31.18,0,0.1842,-0.9683,0.0044,0
MonMar222021,SPY210322C00414000,0.04,-0.01,0.04,0.06,1,0.1596,0.012,0.0024,17,414.00,SPY210322P00414000,26.76,0,30.91,32.17,0,0.1883,-0.9695,0.0041,4
MonMar222021,SPY210322C00415000,0.05,0.005,0.03,0.05,9,0.1623,0.0111,0.0022,1384,415.00,SPY210322P00415000,40.84,1.07,32,33.17,3,0.1911,-0.9714,0.0039,0
MonMar222021,SPY210322C00416000,0.05,0.015,0.03,0.05,6,0.1636,0.0097,0.0019,3,416.00,SPY210322P00416000,41.86,1.095,33,34.16,3,0.1894,-0.9757,0.0033,0
MonMar222021,SPY210322C00417000,0.04,0,0.03,0.04,2,0.1647,0.0084,0.0017,2,417.00,SPY210322P00417000,0,0,33.99,35.16,0,0.1992,-0.9733,0.0035,0
MonMar222021,SPY210322C00418000,0.04,0.005,0.02,0.04,3,0.1664,0.0075,0.0015,6,418.00,SPY210322P00418000,0,0,35,36.16,0,0.1986,-0.9766,0.0031,0
MonMar222021,SPY210322C00419000,0.04,0,0.02,0.04,0,0.1712,0.0076,0.0015,10,419.00,SPY210322P00419000,0,0,35.98,37.15,0,0.2005,-0.9784,0.0028,0
MonMar222021,SPY210322C00420000,0.03,0,0.02,0.03,1,0.1708,0.0063,0.0012,122,420.00,SPY210322P00420000,0,0,36.99,38.15,0,0.2107,-0.9759,0.003,0
MonMar222021,SPY210322C00421000,0.04,0,0.02,0.03,0,0.1719,0.0055,0.0011,6,421.00,SPY210322P00421000,0,0,38.28,39.02,0,0.211,-0.9783,0.0027,0
MonMar222021,SPY210322C00422000,0.03,0,0.01,0.03,4,0.1747,0.0051,0.001,3,422.00,SPY210322P00422000,0,0,39.28,40.01,0,0.2141,-0.9793,0.0025,0
MonMar222021,SPY210322C00423000,0.05,0,0.01,0.03,0,0.1782,0.005,0.001,1,423.00,SPY210322P00423000,0,0,39.9,41.15,0,0.224,-0.9772,0.0027,0
MonMar222021,SPY210322C00424000,0.03,0,0.01,0.03,0,0.1818,0.0049,0.0009,10,424.00,SPY210322P00424000,0,0,41.27,42.15,0,0.2281,-0.9776,0.0026,0
MonMar222021,SPY210322C00425000,0.04,0,0.01,0.03,0,0.1819,0.0041,0.0008,890,425.00,SPY210322P00425000,38.18,0,41.97,43.15,0,0.2223,-0.9822,0.0021,100
MonMar222021,SPY210322C00426000,0.02,0,0.01,0.02,3,0.1842,0.0038,0.0007,7,426.00,SPY210322P00426000,0,0,42.97,44.14,0,0.2295,-0.9813,0.0022,0
MonMar222021,SPY210322C00430000,0.01,-0.01,0.01,0.02,3,0.1942,0.0029,0.0006,15,430.00,SPY210322P00430000,43.17,0,47.21,48.17,0,0.2424,-0.9837,0.0018,100
MonMar222021,SPY210322C00435000,0.03,0,0,0.02,0,0.2119,0.0028,0.0005,46,435.00,SPY210322P00435000,0,0,51.96,53.16,0,0.2673,-0.9834,0.0016,0
MonMar222021,SPY210322C00440000,0.02,0,0,0.02,0,0.2175,0.0016,0.0003,57,440.00,SPY210322P00440000,0,0,57.19,58.15,0,0.2847,-0.9851,0.0014,0
MonMar222021,SPY210322C00445000,0.01,0,0,0.01,0,0.2413,0.0021,0.0003,24,445.00,SPY210322P00445000,0,0,62.25,62.99,0,0.2938,-0.9882,0.0011,0
MonMar222021,SPY210322C00450000,0.02,0,0,0.01,0,0.2421,0.0011,0.0002,8,450.00,SPY210322P00450000,0,0,67.25,67.99,0,0.3127,-0.9887,0.0009,0
MonMar222021,SPY210322C00455000,0.01,0,0,0.01,0,0.2422,0.0005,0.0001,2,455.00,SPY210322P00455000,0,0,71.95,73.15,0,0.328,-0.9897,0.0008,0
MonMar222021,SPY210322C00460000,0.01,0,0,0.01,0,0.2698,0.0009,0.0001,105,460.00,SPY210322P00460000,0,0,77.19,78.15,0,0.3446,-0.9903,0.0007,0
MonMar222021,SPY210322C00465000,0.01,0,0,0.01,0,0.2705,0.0005,0.0001,1,465.00,SPY210322P00465000,0,0,81.95,83.14,0,0.3626,-0.9905,0.0007,0
MonMar222021,SPY210322C00470000,0.01,0,0,0.01,0,0.2859,0.0005,0.0001,27,470.00,SPY210322P00470000,0,0,87.24,87.98,0,0.3808,-0.9907,0.0006,0
WedMar242021,SPY210324C00190000,0,0,193.09,194.37,0,2.293,0.9428,0.0006,0,190.00,SPY210324P00190000,0.01,-0.005,0,0.01,10,0.8945,-0.0002,0,562
WedMar242021,SPY210324C00195000,0,0,188.09,189.37,0,2.1799,0.9433,0.0006,0,195.00,SPY210324P00195000,0.01,0,0,0.02,0,0.8615,-0.0002,0,241
WedMar242021,SPY210324C00200000,0,0,183.09,184.38,0,2.072,0.9438,0.0006,0,200.00,SPY210324P00200000,0,0,0.01,0.02,0,0.9211,-0.0007,0,0
WedMar242021,SPY210324C00205000,0,0,178.09,179.38,0,1.9693,0.9443,0.0006,0,205.00,SPY210324P00205000,0,0,0.01,0.02,0,0.8876,-0.0007,0,0
WedMar242021,SPY210324C00210000,0,0,173.1,174.38,0,1.8722,0.9448,0.0007,0,210.00,SPY210324P00210000,0,0,0.01,0.02,0,0.8567,-0.0008,0,0
WedMar242021,SPY210324C00215000,0,0,168.1,169.38,0,1.7796,0.9453,0.0007,0,215.00,SPY210324P00215000,0,0,0.01,0.02,0,0.8126,-0.0007,0,0
WedMar242021,SPY210324C00220000,0,0,163.1,164.38,0,1.6903,0.9459,0.0007,0,220.00,SPY210324P00220000,0.02,-0.015,0.01,0.02,1,0.7825,-0.0007,0,0
WedMar242021,SPY210324C00225000,0,0,158.1,159.38,0,1.6069,0.9462,0.0007,0,225.00,SPY210324P00225000,0.03,0,0.01,0.03,0,0.7942,-0.0012,0.0001,17
WedMar242021,SPY210324C00230000,0,0,153.11,154.39,0,1.5248,0.9468,0.0008,0,230.00,SPY210324P00230000,0.05,0,0.02,0.03,0,0.7627,-0.0013,0.0001,1
WedMar242021,SPY210324C00235000,0,0,148.11,149.39,0,1.4481,0.9472,0.0008,0,235.00,SPY210324P00235000,0.04,0,0.02,0.03,0,0.7329,-0.0013,0.0001,35
WedMar242021,SPY210324C00240000,0,0,143.11,144.39,0,1.3747,0.9475,0.0009,0,240.00,SPY210324P00240000,0.16,0,0.02,0.04,0,0.7207,-0.0017,0.0001,6
WedMar242021,SPY210324C00245000,0,0,138.12,139.4,0,1.3025,0.948,0.0009,0,245.00,SPY210324P00245000,0.07,-0.005,0.03,0.04,1,0.697,-0.002,0.0001,20
WedMar242021,SPY210324C00250000,0,0,133.12,134.4,0,1.2361,0.9482,0.0009,0,250.00,SPY210324P00250000,0.08,-0.01,0.03,0.05,5,0.6644,-0.002,0.0001,258
WedMar242021,SPY210324C00255000,0,0,128.13,129.41,0,1.1699,0.9486,0.001,0,255.00,SPY210324P00255000,0.16,0,0.04,0.06,0,0.6527,-0.0025,0.0001,312
WedMar242021,SPY210324C00260000,0,0,123.14,124.42,0,1.1063,0.9489,0.001,0,260.00,SPY210324P00260000,0.1,0,0.05,0.06,0,0.6366,-0.0031,0.0002,60
WedMar242021,SPY210324C00265000,0,0,118.14,119.42,0,1.0485,0.9487,0.0011,0,265.00,SPY210324P00265000,0.09,0,0.06,0.07,0,0.6189,-0.0037,0.0002,1
WedMar242021,SPY210324C00270000,0,0,113.15,114.43,0,0.9914,0.9486,0.0012,0,270.00,SPY210324P00270000,0.13,-0.045,0.08,0.09,4,0.5986,-0.0043,0.0002,15
WedMar242021,SPY210324C00275000,0,0,108.16,109.44,0,0.9353,0.9487,0.0012,0,275.00,SPY210324P00275000,0.1,-0.105,0.09,0.1,16,0.587,-0.0056,0.0003,5
WedMar242021,SPY210324C00280000,0,0,103.18,104.45,0,0.8833,0.9482,0.0013,0,280.00,SPY210324P00280000,0.25,0,0.1,0.12,0,0.5627,-0.0062,0.0004,21
WedMar242021,SPY210324C00285000,0,0,98.19,99.47,0,0.8323,0.9478,0.0014,0,285.00,SPY210324P00285000,0.28,0,0.12,0.14,0,0.5469,-0.0076,0.0004,125
WedMar242021,SPY210324C00290000,0,0,93.21,94.48,0,0.7826,0.9474,0.0015,0,290.00,SPY210324P00290000,0.14,-0.175,0.14,0.16,32,0.5278,-0.009,0.0005,62
WedMar242021,SPY210324C00295000,0,0,88.23,89.5,0,0.7375,0.9461,0.0016,0,295.00,SPY210324P00295000,0.25,-0.115,0.17,0.18,118,0.5074,-0.0105,0.0006,41
WedMar242021,SPY210324C00300000,0,0,83.25,84.52,0,0.6929,0.9449,0.0018,0,300.00,SPY210324P00300000,0.29,-0.135,0.2,0.22,121,0.4895,-0.0126,0.0008,26
WedMar242021,SPY210324C00305000,0,0,78.27,79.55,0,0.6505,0.9432,0.0019,0,305.00,SPY210324P00305000,0.49,-0.005,0.23,0.25,2,0.4727,-0.0154,0.0009,21
WedMar242021,SPY210324C00310000,0,0,73.29,74.58,0,0.6101,0.9409,0.0021,0,310.00,SPY210324P00310000,0.46,-0.12,0.27,0.29,37,0.4513,-0.0179,0.0011,220
WedMar242021,SPY210324C00315000,0,0,68.32,69.61,0,0.571,0.9382,0.0024,0,315.00,SPY210324P00315000,0.31,-0.375,0.32,0.34,12,0.4331,-0.0216,0.0014,904
WedMar242021,SPY210324C00320000,0,0,63.35,64.66,0,0.5342,0.9345,0.0026,0,320.00,SPY210324P00320000,0.5,-0.315,0.37,0.39,121,0.4145,-0.0261,0.0017,317
WedMar242021,SPY210324C00325000,0,0,58.39,59.71,0,0.4989,0.9299,0.003,0,325.00,SPY210324P00325000,1.07,0.09,0.45,0.47,5,0.3962,-0.0318,0.0021,904
WedMar242021,SPY210324C00330000,54.44,7.085,53.44,54.77,1,0.4656,0.9238,0.0034,0,330.00,SPY210324P00330000,0.57,-0.63,0.54,0.56,104,0.3779,-0.039,0.0025,535
WedMar242021,SPY210324C00335000,40.64,0,48.51,49.87,0,0.4344,0.9158,0.004,3,335.00,SPY210324P00335000,1.13,-0.34,0.66,0.69,6,0.3606,-0.0484,0.0032,314
WedMar242021,SPY210324C00340000,39.05,1.18,43.61,44.99,1,0.4062,0.9048,0.0047,0,340.00,SPY210324P00340000,0.78,-1.035,0.83,0.85,93,0.3445,-0.061,0.004,221
WedMar242021,SPY210324C00345000,30.9,-2.345,38.76,40.17,2,0.38,0.8902,0.0055,1,345.00,SPY210324P00345000,1.09,-1.16,1.04,1.07,70,0.3282,-0.0772,0.005,606
WedMar242021,SPY210324C00350000,35.03,6.295,33.98,35.24,2,0.3552,0.8712,0.0067,5,350.00,SPY210324P00350000,1.37,-1.425,1.33,1.36,110,0.3128,-0.0987,0.0063,446
WedMar242021,SPY210324C00355000,32.34,0,29.86,30.11,0,0.332,0.8463,0.0081,1,355.00,SPY210324P00355000,1.74,-1.735,1.71,1.75,45,0.2969,-0.1261,0.008,754
WedMar242021,SPY210324C00360000,24,3.865,25.28,25.54,3,0.3099,0.8139,0.0098,5,360.00,SPY210324P00360000,2.19,-2.145,2.2,2.24,561,0.2807,-0.1614,0.01,513
WedMar242021,SPY210324C00365000,17.53,1.42,20.84,21.11,2,0.2879,0.7725,0.0119,57,365.00,SPY210324P00365000,2.84,-2.555,2.83,2.89,566,0.264,-0.2066,0.0123,368
WedMar242021,SPY210324C00370000,17.01,4.685,16.57,16.84,18,0.2656,0.7196,0.0144,149,370.00,SPY210324P00370000,3.71,-3.01,3.65,3.71,216,0.2459,-0.2638,0.0152,456
WedMar242021,SPY210324C00374000,12.57,3.025,13.32,13.54,72,0.2464,0.6673,0.0168,151,374.00,SPY210324P00374000,4.53,-3.47,4.46,4.54,64,0.2308,-0.3208,0.0177,201
WedMar242021,SPY210324C00375000,11.06,2.175,12.54,12.75,135,0.2414,0.6525,0.0174,86,375.00,SPY210324P00375000,4.78,-3.58,4.7,4.77,381,0.2268,-0.3369,0.0184,290
WedMar242021,SPY210324C00376000,11,2.765,11.75,12.02,29,0.2367,0.6367,0.018,29,376.00,SPY210324P00376000,8.4,-0.33,4.94,5.02,6,0.223,-0.3537,0.019,73
WedMar242021,SPY210324C00377000,10.25,2.65,11.01,11.2,115,0.2317,0.6203,0.0187,116,377.00,SPY210324P00377000,5.38,-3.745,5.2,5.28,38,0.2189,-0.3714,0.0197,153
WedMar242021,SPY210324C00378000,10.75,3.76,10.23,10.45,24,0.227,0.6027,0.0193,56,378.00,SPY210324P00378000,5.66,-3.865,5.48,5.56,55,0.2148,-0.3901,0.0204,126
WedMar242021,SPY210324C00379000,9.65,3.25,9.51,9.7,51,0.2224,0.5843,0.02,55,379.00,SPY210324P00379000,5.96,-4.015,5.77,5.85,105,0.2107,-0.4095,0.021,193
WedMar242021,SPY210324C00380000,9.1,3.275,8.84,8.93,252,0.2177,0.565,0.0206,546,380.00,SPY210324P00380000,5.71,-4.73,6.08,6.15,683,0.2066,-0.4299,0.0217,639
WedMar242021,SPY210324C00381000,8.3,3.015,8.14,8.23,30,0.2129,0.5448,0.0212,42,381.00,SPY210324P00381000,6.29,-4.615,6.39,6.48,74,0.2024,-0.4512,0.0223,75
WedMar242021,SPY210324C00382000,6.6,1.85,7.46,7.55,41,0.2077,0.5235,0.0219,236,382.00,SPY210324P00382000,6.65,-4.75,6.74,6.83,21,0.1983,-0.4737,0.0229,88
WedMar242021,SPY210324C00383000,7.02,2.755,6.81,6.89,181,0.2032,0.5012,0.0224,193,383.00,SPY210324P00383000,7.16,-4.75,7.11,7.19,7,0.1938,-0.497,0.0235,91
WedMar242021,SPY210324C00384000,6.5,2.705,6.17,6.26,119,0.1983,0.4779,0.0229,196,384.00,SPY210324P00384000,7.84,-4.62,7.4,7.66,4,0.1905,-0.5212,0.0238,294
WedMar242021,SPY210324C00385000,5.73,2.375,5.57,5.65,247,0.194,0.4537,0.0233,502,385.00,SPY210324P00385000,7.97,-5.06,7.83,8.07,4,0.1853,-0.5467,0.0244,197
WedMar242021,SPY210324C00386000,5.13,2.19,4.99,5.06,178,0.1892,0.4285,0.0237,436,386.00,SPY210324P00386000,13.2,0,8.33,8.52,0,0.1814,-0.5726,0.0246,52
WedMar242021,SPY210324C00387000,4.62,2.045,4.44,4.51,40,0.1846,0.4025,0.0239,388,387.00,SPY210324P00387000,11.13,-3.16,8.72,8.98,1,0.1769,-0.5997,0.0249,56
WedMar242021,SPY210324C00388000,3.19,0.95,3.92,4,111,0.1803,0.3759,0.024,219,388.00,SPY210324P00388000,11.9,-3.055,9.25,9.5,4,0.1729,-0.6274,0.0249,105
